text,label
"Hi Ressie, I'm calling to file a complaint. I called last week about an issue I'm having with my account, but the person I spoke with wasn't able to help me.",0
"Alright, that think that covers all my questions. Can you transfer me to someone who can give me a quote?",0
"Hi Kristofer, I'm calling because I need help assistance setting some financial benchmarks for my business. I'm not really sure where to start or what to do.",0
That sounds great. How long does the setup process usually take?,0
I bet you only hire outsiders because of some stupid policy.,1
"Hmm... I'm not sure. Enough to put 20% down on a decent house, I guess.",0
"Oh, okay. Can you tell me more about that?",0
"Yes, I think so. We really need the loan to expand our services and help more people.",0
I can't believe you people still have jobs. You are all idiots!,1
"Well, that sounds nice, but it still doesn't solve the fact that my interest rate is now higher than what I was originally promised. Can yout you just honor the original promotion?",0
"Sure, I graduated from Anytown High School.",0
"Uh, sure. my name is Jarred and my account number is... (gives account number)",0
"Hi, yeah'm calling about my personal loan application. I tried applying apply online, but it'm having some trouble. Can someone help me with that?",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Okay, that makes sense. But, it's a a standard fee that all banks charge? international transactions?",0
"Yes would be great, thank you. What times are available?",0
"Sounds good. Thanks for your help, Anissa.",0
"Oh, that makes sense. But I assure you, it was a legitimate purchase. Can you please release the hold so I can access my funds?",0
I don’t want to speak to foreigners. Get me a real agent.,1
"You better refund my money, or else I’ll file a complaint that ruins you.",1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
Will do. Thanks again.,0
"(hangustrated) Yeah, yeah. Bye.",0
"Okay, that would be great. Can you transfer me now?",0
"Yeah, that would be great. Thanks,",0
"No, that's all. Thanks again.",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
Typical outsiders behavior. Can I talk to someone competent?,1
"Yeah, I guess so makes sense.",0
"That sounds good, thanks for taking care of this.",0
"Okay, that makes good. How long will the transfer take?",0
"Okay, well I ordered a pair of shoes from an online retailer on January 15th for $120. They were supposed to arrive within 7-10 business days, but it's now been almost a month and I still don't have them.",0
"Yeah, that sounds be great. Thanks!",0
Typical immigrants behavior. Can I talk to someone competent?,1
Um...I'm not really comfortable giving out that information over the phone. Is there another way you can verify my identity?,0
"No, that's all. Thanks again!",0
"Hmm, that's strange. I'm sure that's the correct account number. Let me check my statements. Okay, I have it right here. My account number is actually 9876543210.",0
"Well, I recently received a chargeback notification from my credit card company, and I'm not sure why. I thought maybe there was a mistake, so I wanted to call with you guys to see if everything is okay.",0
"Nope, that's it. Thanks so much, Shanika!",0
"Hi,, I'm calling about my loan repayment. I'm having some trouble making my payments on time and I was hoping for some assistance.",0
I refuse to take financial advice from a women. Get me someone else.,1
"Yes, that would be great. Thanks for your help, Connie.",0
"No, that's all. Just get this done already.",0
"Hi Theodora, I name is Carol. I'm calling because I' an issue with myending rate lock-in options. I was told that I would have a call back from your team regarding this matter, but I haven't heard anything yet.",0
"Actually, yes. I'm also having some trouble with my loan payments. I've been missing trouble making them on time because of some unexpected expenses. Is there any way to temporarily suspend or reduce my payments?",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"Yeah, I'm on an iPhone 12.",0
"Look, I calledve been trying to make an IRA contribution for weeks now, and every keep getting the runaround. I called told I I could contribute up to $6,000, but when I went to do it online, it said that I couldn't. Then, when I called last week, the representative told me that I could only contribute $5,500. What's just what I was told originally! And now, I'm being charged a fee because I didn't contribute enough! This is ridiculous!",0
"No, that's all for now. Thanks again, Lena.",0
(sighs) Alright. I'll send the ID now.,0
"Hi Violet, I need to file an insurance claim.",0
"Yes, exactly. I'm interested in knowing what kind of impact Union Financial has on the community.",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Hi, good havem calling to inquire about currency availability for travel. I'll planning a trip to Europe soon and I to know what currencies are available for me to purchase.",0
I refuse to take financial advice from a women. Get me someone else.,1
"Hi, I'm calling about your budgeting tools. I'm having some trouble with my finances and I was hoping you could help me figure out how to use them better.",0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"Sure, I'm looking for a branch near my work. I work in downtown LA.",0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
I bet you only hire outsiders because of some stupid policy.,1
Bye!,0
"Yes, I have some stocks and mutual funds. And yes, I am considering selling some of them to free up some cash.",0
Typical minorities behavior. Can I talk to someone competent?,1
"Yes, it's $500.",0
"Hi, I'm calling because someone has beenolen my identity and used it to open an with your bank. I need help taken care of as!",0
"Yeah, yeah. Bye.",0
"Finally. Thanks, I guess.",0
"Sure, it's 123 Main Street, Apartment 302.",0
"Well, like I said, I don't want him to have access to all the features that come with having a debit card. I'd like to limit his spending, block certain transactions, and set up alerts for when he makes a purchase.",0
I'll just do it online. Can you give me the login information real quick?,0
"No, that wass all for now. Thanks again for",0
Bybye.,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Sounds good. I'll go them and send them back right away.,0
"Sure! My name is Giselle Smith, and my account number is 1234567890.",0
I refuse to take financial advice from a minorities. Get me someone else.,1
I don’t want to speak to foreigners. Get me a real agent.,1
I refuse to take financial advice from a minorities. Get me someone else.,1
